Name,Release_Year,Description,Minimum_Players,Maximum_Players,Minimum_Time,Maximum_Time,Age_Rating,Complexity_Score,BGG_Rating,Game_Categories,Game_Mechanics,BGG_Rank,Complexity_Category
Mille Fiori,2021,"Claim your share of workshops, trade shops, and patrons to score.",2,4,60,90,10,2.2,7.43,"['card-game', 'industry-manufacturing']","['area-majority-influence', 'closed-drafting', 'pattern-building']",733,Medium
Elder Sign,2011,Roll dice to investigate the horrors of Arkham alone or as a group.,1,8,70,110,13,2.3,6.97,"['adventure', 'card-game', 'dice', 'fantasy', 'fighting', 'horror', 'novel-based']","['cooperative-game', 'dice-rolling', 'die-icon-resolution', 'modular-board', 're-rolling-and-locking', 'solo-solitaire-game', 'variable-player-powers']",734,Medium
High Frontier 4 All,2020,Use real rocket science in a race to industrialize the solar system.,1,5,30,240,14,4.8,8.41,"['civilization', 'economic', 'exploration', 'industry-manufacturing', 'science-fiction', 'space-exploration']","['auction-bidding', 'deck-bag-and-pool-building', 'hand-management', 'negotiation', 'network-and-route-building', 'pick-up-and-deliver', 'point-to-point-movement', 'resource-to-move', 'simulation', 'variable-player-powers']",735,Heavy
Cribbage,1630,"Sum to 15, peg to 121 and score the crib in this classic and unique card game.",2,6,10,50,10,1.9,7.1,['card-game'],['hand-management'],736,Light
Chronicles of Crime: 1400,2020,"Use visions, listen to testimonies, and discover evidence to solve a crime.",1,4,60,90,12,2.0,7.7,"['adventure', 'deduction', 'medieval', 'murder-mystery']","['cooperative-game', 'scenario-mission-campaign-game', 'storytelling']",737,Light
Dominant Species: Marine,2021,Dominate your aquatic foes or you'll be sleeping with the fishes.,2,4,90,150,14,3.7,7.92,"['animals', 'environmental', 'prehistoric']","['area-majority-influence', 'grid-movement', 'map-addition', 'open-drafting', 'tile-placement', 'variable-phase-order', 'variable-player-powers', 'worker-placement']",738,Medium
Trains,2012,Buy the right mix of cards to build stations and lay tracks between Japanese cities.,2,4,25,65,12,2.4,7.12,"['card-game', 'territory-building', 'trains', 'transportation']","['deck-bag-and-pool-building', 'hand-management', 'network-and-route-building']",739,Medium
Pax Renaissance,2016,Shrewd Renaissance bankers sway 15-16th Century European powers for personal gains.,2,4,60,120,12,4.5,7.98,"['educational', 'pike-and-shot', 'religious', 'renaissance']","['action-points', 'auction-dutch', 'increase-value-of-unchosen-resources', 'market', 'open-drafting', 'simulation']",740,Heavy
Bloodborne: The Board Game,2021,Fear the Old Blood! Solve mysteries and face monsters in a dark gothic world.,1,4,45,75,14,3.1,7.76,"['adventure', 'exploration', 'fantasy', 'fighting', 'horror', 'miniatures', 'video-game-theme']","['campaign-battle-card-driven', 'card-play-conflict-resolution', 'cooperative-game', 'deck-bag-and-pool-building', 'hand-management', 'modular-board', 'narrative-choice-paragraph', 'scenario-mission-campaign-game', 'storytelling', 'variable-player-powers']",741,Medium
Star Wars: The Clone Wars,2022,Use your Jedi powers to fight off the Separatist threat — Pandemic-style.,1,5,40,80,14,2.1,7.58,"['movies-tv-radio-theme', 'science-fiction']","['action-points', 'cooperative-game', 'die-icon-resolution', 'hand-management', 'point-to-point-movement', 'set-collection', 'solo-solitaire-game', 'variable-player-powers']",742,Medium
Fort,2020,"Build the most awesome fort while making friends, collecting toys, and eating pizza.",2,4,20,40,10,2.4,7.09,['card-game'],"['deck-bag-and-pool-building', 'follow', 'hand-management', 'race', 'turn-order-progressive']",743,Medium
Mr. Jack,2006,Narrow down the list of suspects so you can capture Mr. Jack. before he escapes.,2,2,10,50,9,2.2,6.97,"['deduction', 'murder-mystery']","['grid-movement', 'hexagon-grid', 'open-drafting', 'variable-player-powers']",744,Medium
One Night Ultimate Werewolf: Daybreak,2015,No ordinary game of Werewolf as now everyone has special roles. Werewolves beware!,3,10,5,30,8,1.4,7.29,"['bluffing', 'card-game', 'deduction', 'horror', 'party-game']","['hidden-roles', 'role-playing', 'roles-with-asymmetric-information', 'traitor-game', 'variable-player-powers', 'voting']",745,Light
Trails of Tucana,2019,Flip & write to create the most efficient network on the island of Tucana.,1,8,5,35,8,1.2,7.38,['exploration'],"['bingo', 'connections', 'line-drawing', 'move-through-deck', 'network-and-route-building', 'paper-and-pencil', 'solo-solitaire-game', 'variable-set-up']",746,Light
Merv: The Heart of the Silk Road,2020,"Vie for power, favor and influence in the mighty ancient city of Merv.",1,4,70,110,14,3.4,7.49,"['arabian', 'city-building', 'economic', 'medieval']","['contracts', 'modular-board', 'ownership', 'rondel', 'set-collection', 'solo-solitaire-game', 'square-grid', 'track-movement', 'variable-set-up']",747,Medium
Civilization: A New Dawn,2017,"Build Wonders, expand across the map and develop your Empire.",2,4,60,120,14,3.2,7.25,"['civilization', 'exploration']","['area-majority-influence', 'hexagon-grid', 'increase-value-of-unchosen-resources', 'modular-board', 'race', 'variable-player-powers']",748,Medium
The Adventures of Robin Hood,2021,Take on the role of Robin Hood in a cooperative game that changes while you play.,2,4,40,80,10,1.8,7.47,['medieval'],"['cooperative-game', 'scenario-mission-campaign-game', 'storytelling']",749,Light
Verdant,2022,Collect and care for houseplants as you arrange the coziest home.,1,5,45,60,10,2.1,7.33,"['card-game', 'environmental', 'puzzle']","['open-drafting', 'pattern-building', 'set-collection', 'solo-solitaire-game', 'tile-placement', 'variable-set-up']",750,Medium
Star Wars: X-Wing Miniatures Game - The Force Awakens Core Set,2015,Pilot your ships in tight arcs to take out the enemy! The universe can be yours.,2,2,30,45,14,2.8,7.73,"['aviation-flight', 'collectible-components', 'miniatures', 'movies-tv-radio-theme', 'science-fiction', 'wargame']","['action-queue', 'critical-hits-and-failures', 'dice-rolling', 'line-of-sight', 'movement-template', 'variable-player-powers']",751,Medium
The Republic of Rome,1990,Politicians cooperate and compete over personal glory in the Republic of Rome.,1,6,280,320,14,4.4,7.54,"['ancient', 'negotiation', 'political', 'wargame']","['auction-once-around', 'bribery', 'critical-hits-and-failures', 'dice-rolling', 'events', 'hand-management', 'income', 'negotiation', 'ownership', 'semi-cooperative-game', 'simulation', 'solo-solitaire-game', 'voting']",752,Heavy
Churchill,2015,A political conflict of WW2 cooperation and competition.,1,3,60,300,14,3.4,7.67,"['political', 'wargame', 'world-war-ii']","['auction-bidding', 'campaign-battle-card-driven', 'dice-rolling', 'negotiation', 'tug-of-war']",753,Medium
Snowdonia,2012,Brave the elements as you build your railway up to the peak of Yr Wyddfa!,1,5,30,90,10,3.0,7.32,['trains'],"['events', 'hand-management', 'open-drafting', 'turn-order-claim-action', 'worker-placement']",754,Medium
Railroad Ink Challenge: Lush Green Edition,2021,Build a network of roads and rails in a lush landscape.,1,4,15,30,8,2.1,7.62,"['dice', 'trains']","['bingo', 'connections', 'dice-rolling', 'line-drawing', 'network-and-route-building', 'paper-and-pencil', 'simultaneous-action-selection', 'solo-solitaire-game']",755,Medium
Twilight Inscription,2022,Roll your way through the Twilight Imperium universe.,1,8,90,120,14,3.2,7.46,['science-fiction'],"['dice-rolling', 'paper-and-pencil', 'variable-player-powers']",756,Medium
Unlock!: Timeless Adventures,2019,"Solve puzzles to escape from your old nemesis, find a stolen jewel, & travel in time.",1,6,60,90,10,2.0,7.76,"['card-game', 'exploration', 'novel-based', 'puzzle', 'real-time']","['cooperative-game', 'storytelling']",757,Light
Shakespeare,2015,"Dazzle the London crowds as you write, cast and stage your play in one glorious week.",1,4,20,90,13,3.0,7.41,['renaissance'],"['action-points', 'auction-bidding', 'open-drafting', 'solo-solitaire-game']",758,Medium
Feudum,2018,"Control guilds, spread influence and feud with other nobles in this medieval sandbox.",2,5,80,180,12,4.6,7.59,"['adventure', 'economic', 'fantasy', 'medieval']","['action-queue', 'area-majority-influence', 'hand-management', 'simultaneous-action-selection']",759,Heavy
Summoner Wars,2009,Summon units of your faction to fight and bring down the opposing Summoner.,2,4,30,60,9,2.3,7.23,"['card-game', 'fantasy', 'fighting']","['action-points', 'dice-rolling', 'grid-movement', 'hand-management', 'take-that', 'variable-player-powers']",760,Medium
Sub Terra,2017,Escape a danger-filled cave & evade horrors in a co-op challenge.,1,6,40,80,10,2.1,7.36,"['adventure', 'exploration', 'horror', 'maze']","['action-points', 'cooperative-game', 'dice-rolling', 'grid-movement', 'map-addition', 'modular-board', 'point-to-point-movement', 'push-your-luck', 'tile-placement', 'variable-player-powers']",761,Medium
Escape: The Curse of the Temple,2012,Run as fast as you can to return the cursed gems before the temple traps you forever.,1,5,5,30,8,1.5,6.96,"['action-dexterity', 'adventure', 'dice', 'electronic', 'exploration', 'real-time']","['cooperative-game', 'dice-rolling', 'elapsed-real-time-ending', 'grid-movement', 'modular-board', 'physical-removal', 'push-your-luck', 're-rolling-and-locking', 'real-time', 'roll-spin-and-move', 'solo-solitaire-game', 'tile-placement']",762,Light
The Magnificent,2019,Recruit magnificent performers to put on the most magnificent circus act ever seen!,1,4,60,90,14,3.1,7.5,"['dice', 'economic']","['contracts', 'dice-rolling', 'end-game-bonuses', 'grid-coverage', 'movement-points', 'open-drafting', 'set-collection', 'solo-solitaire-game', 'square-grid', 'tile-placement', 'track-movement', 'turn-order-stat-based', 'variable-player-powers', 'worker-placement-with-dice-workers']",763,Medium
AuZtralia,2018,Explore and settle alternate-history 1930s Australia as Cthulhu awakes.,1,4,30,120,13,2.9,7.35,"['economic', 'exploration', 'fantasy', 'horror']","['action-retrieval', 'cooperative-game', 'hexagon-grid', 'network-and-route-building', 'semi-cooperative-game', 'solo-solitaire-game', 'sudden-death-ending', 'turn-order-time-track']",764,Medium
Disney Villainous: Evil Comes Prepared,2019,Be prepared as the most nefarious villains yet come for the throne.,2,3,40,60,10,2.3,7.51,"['card-game', 'fantasy', 'movies-tv-radio-theme']","['hand-management', 'take-that', 'variable-player-powers']",765,Medium
Can't Stop,1980,Roll dice to claim three columns. Risk everything earned this turn with each roll.,2,4,10,50,9,1.1,6.93,['dice'],"['dice-rolling', 'push-your-luck', 'race']",766,Light
The Oracle of Delphi,2016,Navigate the Aegean as you race to complete 12 quests to impress Zeus.,2,4,70,100,12,3.0,7.29,"['ancient', 'mythology', 'nautical']","['action-points', 'dice-rolling', 'grid-movement', 'modular-board', 'pick-up-and-deliver', 'push-your-luck', 'race', 'variable-player-powers']",767,Medium
Torres,1999,Build towers and populate them with your knights to make it big in the Middle Ages.,2,4,40,80,10,2.9,7.09,"['abstract-strategy', 'medieval']","['action-points', 'area-majority-influence', 'enclosure', 'grid-movement', 'hand-management', 'square-grid', 'three-dimensional-movement', 'tile-placement']",768,Medium
KeyForge: Call of the Archons,2018,Your deck is unique. Race to three keys to be the first to unlock the great Vaults!,2,2,15,45,14,2.5,7.09,"['card-game', 'collectible-components', 'fantasy', 'fighting']","['hand-management', 'take-that']",769,Medium
Belfort,2011,"Compete with other architects to build the city using dwarves, elves and gnomes.",2,5,100,140,12,3.0,7.21,"['city-building', 'economic', 'fantasy']","['area-majority-influence', 'hand-management', 'open-drafting', 'ownership', 'worker-placement', 'worker-placement-different-worker-types']",770,Medium
Ascension: Deckbuilding Game,2010,Forge your deck with mighty heroes and constructs to claim the most honor.,1,4,10,50,13,2.1,7.04,"['card-game', 'fantasy']","['deck-bag-and-pool-building', 'hand-management', 'open-drafting']",771,Medium
Cuba,2007,"In pre-revolution Cuba, produce and ship goods, and influence the Parliament to help.",2,5,75,120,10,3.3,7.12,"['economic', 'farming']","['auction-bidding', 'hand-management', 'market', 'variable-phase-order', 'voting']",772,Medium
Daybreak,2023,Cooperatively decarbonize the planet and create resilient societies.,1,4,60,120,10,2.9,7.68,['environmental'],"['automatic-resource-growth', 'cooperative-game', 'hand-management', 'simultaneous-action-selection', 'variable-player-powers']",773,Medium
Treasure Island,2018,Race to find Long John Silver's buried gold by drawing his clues on a treasure map!,2,5,25,65,10,2.2,7.21,"['bluffing', 'deduction', 'exploration', 'novel-based', 'pirates']","['deduction', 'hand-management', 'line-drawing', 'measurement-movement', 'secret-unit-deployment', 'storytelling', 'team-based-game', 'variable-player-powers']",774,Medium
Mexica,2002,Build the old Aztec city of Tenochtitlan with flowing canals and beautiful temples.,2,4,70,110,10,2.7,7.24,"['abstract-strategy', 'city-building', 'territory-building']","['action-points', 'area-majority-influence', 'enclosure', 'grid-movement', 'square-grid', 'tile-placement']",775,Medium
D-Day at Omaha Beach,2009,Command the US landing forces that storm Omaha Beach on D-Day.,1,2,120,480,12,3.5,8.3,"['wargame', 'world-war-ii']","['cooperative-game', 'hexagon-grid', 'secret-unit-deployment', 'simulation', 'solo-solitaire-game']",776,Medium
Ticket to Ride: Rails & Sails,2016,"By land and by sea, connect valuable cities across the Great Lakes or even the world.",2,5,60,120,10,2.5,7.43,"['nautical', 'trains']","['connections', 'hand-management', 'network-and-route-building', 'open-drafting', 'set-collection']",777,Medium
Federation,2022,Become the most influential and prestigious delegation of the Federation!,2,4,60,120,14,3.7,7.88,"['political', 'science-fiction']","['area-majority-influence', 'end-game-bonuses', 'variable-set-up', 'voting', 'worker-placement', 'worker-placement-different-worker-types']",778,Medium
Whistle Mountain,2020,Construct machines and collect resources from your new airships.,2,4,60,90,14,3.0,7.56,['industry-manufacturing'],"['tile-placement', 'variable-player-powers', 'worker-placement']",779,Medium
The Bloody Inn,2015,Rob and murder your inn's guests to make money...but don't forget to hide the bodies!,1,4,30,60,14,2.4,7.06,"['card-game', 'economic', 'horror', 'post-napoleonic']","['end-game-bonuses', 'hand-management', 'income', 'open-drafting', 'ownership', 'simulation', 'solo-solitaire-game']",780,Medium
Yamataï,2017,"Sail through this beautiful archipelago, build vast palaces, and hire specialists.",2,4,40,80,13,3.0,7.18,['mythology'],"['action-drafting', 'contracts', 'increase-value-of-unchosen-resources', 'modular-board', 'network-and-route-building']",781,Medium
Babylonia,2019,Compete for the land and cities between the rivers while commanding mighty ziggurats.,2,4,40,80,14,2.4,7.65,['ancient'],"['area-majority-influence', 'chaining', 'hand-management', 'hexagon-grid', 'network-and-route-building', 'take-that', 'tile-placement']",782,Medium
7 Wonders: Architects,2021,"Race against others to assemble your wonder, but speed won't guarantee victory.",2,7,5,45,8,1.4,7.04,['ancient'],"['open-drafting', 'set-collection', 'variable-player-powers']",783,Light
Shikoku 1889,2004,Buy railroad shares to compete in a financial death match in 19th-century Japan.,2,6,180,240,14,3.9,7.99,"['economic', 'trains', 'transportation']","['auction-bidding', 'hexagon-grid', 'market', 'network-and-route-building', 'ownership', 'stock-holding', 'tile-placement', 'victory-points-as-a-resource']",784,Medium
Tokaido,2012,"Travel the famed Tokaido road, visit hot springs, try new food, and paint landscapes.",2,5,25,65,8,1.7,6.92,['travel'],"['end-game-bonuses', 'set-collection', 'track-movement', 'turn-order-time-track', 'variable-player-powers', 'worker-placement']",785,Light
Ashes Reborn: Rise of the Phoenixborn,2015,Only one Phoenixborn may stand. Absorb the Ashes of the fallen and rise to power.,2,4,30,120,14,2.9,7.3,"['card-game', 'fantasy', 'fighting']","['closed-drafting', 'deck-construction', 'dice-rolling', 'die-icon-resolution', 'hand-management', 'interrupts', 'variable-player-powers']",786,Medium
Oh My Goods!,2015,Risk it all in the markets and work hard to construct chains of production buildings.,2,4,10,50,10,2.3,6.99,"['card-game', 'economic', 'medieval']","['action-queue', 'contracts', 'hand-management', 'multi-use-cards', 'push-your-luck', 'set-collection', 'turn-order-progressive', 'variable-set-up']",787,Medium
The Estates,2018,"Bid and build a new urban development in the city, but will your investments pay off?",2,5,40,60,10,2.3,7.43,"['city-building', 'negotiation']","['auction-bidding', 'auction-once-around', 'closed-economy-auction', 'investment', 'square-grid', 'take-that', 'turn-order-progressive']",788,Medium
Luna,2010,Impress the Moon Priestess by sending novices to Holy Isles surrounding the Temple.,1,4,60,100,12,3.3,7.28,['fantasy'],"['area-majority-influence', 'modular-board', 'point-to-point-movement', 'solo-solitaire-game', 'tile-placement', 'worker-placement']",789,Medium
Love Letter: Batman,2015,"Deduce your way to survival; either as the dark knight, or as a Gotham villain.",2,4,5,40,10,1.2,7.27,"['card-game', 'comic-book-strip', 'deduction']","['hand-management', 'player-elimination']",790,Light
The Shipwreck Arcana,2017,"Trapped in a drowned world, use deduction and work together and escape your doom!",2,5,10,30,12,2.2,7.43,"['card-game', 'deduction', 'fantasy', 'math', 'number', 'print-and-play']","['communication-limits', 'cooperative-game', 'deduction', 'hand-management', 'pattern-building']",791,Medium
Dixit: Journey,2012,"Give a perfect clue to cause some, but not all, to guess your dreamlike card.",3,6,10,50,8,1.3,7.39,"['card-game', 'humor', 'party-game']","['acting', 'simultaneous-action-selection', 'storytelling', 'targeted-clues', 'voting']",792,Light
Onirim (Second Edition),2014,"Find the doors, Dreamwalker! Escape sleep's labyrinth or remain trapped forever.",1,2,5,35,10,1.6,7.04,"['card-game', 'exploration', 'fantasy']","['cooperative-game', 'hand-management', 'move-through-deck', 'open-drafting', 'set-collection', 'solo-solitaire-game']",793,Light
Top Ten,2020,Answer a question based on your number (1-10) so the Cap'ten can get the order right!,4,9,10,50,14,1.1,7.46,['party-game'],"['cooperative-game', 'deduction', 'ordering', 'player-judge', 'targeted-clues']",794,Light
Century: A New World,2019,Place workers to find and upgrade resources as the expedition reaches distant shores.,2,4,30,45,8,2.1,7.3,['renaissance'],"['action-retrieval', 'contracts', 'set-collection', 'variable-set-up', 'worker-placement']",795,Medium
Carcassonne: The Castle,2003,"A two-player, tile playing, castle building battle.",2,2,30,45,8,2.0,7.1,"['city-building', 'medieval']","['area-majority-influence', 'end-game-bonuses', 'tile-placement']",796,Light
Myrmes,2012,Your colony of ants lay pheromones to control the land while building your anthill!,2,4,60,120,13,3.5,7.26,"['animals', 'environmental', 'farming']","['grid-coverage', 'grid-movement', 'hexagon-grid', 'network-and-route-building', 'worker-placement']",797,Medium
Space Hulk: Death Angel - The Card Game,2010,Clear a spacecraft of alien swarms in this card-based take on the classic Space Hulk.,1,6,30,60,13,2.4,7.0,"['card-game', 'fighting', 'science-fiction']","['action-queue', 'cooperative-game', 'dice-rolling', 'hand-management', 'move-through-deck', 'solo-solitaire-game', 'variable-player-powers']",798,Medium
Exit: The Game - The Pharaoh's Tomb,2016,Work out hieroglyphs and clues before this ancient pyramid becomes your tomb.,1,6,45,90,12,2.8,7.14,"['ancient', 'deduction', 'puzzle', 'real-time']",['cooperative-game'],799,Medium
Trismegistus: The Ultimate Formula,2019,Discover the formula to the Philosopher's Stone as you become the greatest alchemist!,1,4,90,120,14,4.2,7.58,['dice'],"['action-points', 'contracts', 'dice-rolling', 'end-game-bonuses', 'follow', 'open-drafting', 'variable-player-powers']",800,Heavy
Tash-Kalar: Arena of Legends,2013,Deploy your minions in magical formations to summon forth legendary creatures.,2,4,10,50,13,2.8,7.16,"['abstract-strategy', 'card-game', 'fantasy', 'fighting']","['area-majority-influence', 'catch-the-leader', 'grid-movement', 'hand-management', 'highest-lowest-scoring', 'pattern-building', 'team-based-game', 'tile-placement', 'variable-player-powers']",801,Medium
Arkwright,2014,Amass wealth as a manufacturing entrepreneur — embrace the industrial revolution.,2,4,120,240,12,4.6,7.8,"['economic', 'industry-manufacturing']","['commodity-speculation', 'investment', 'simulation', 'stock-holding', 'variable-phase-order', 'worker-placement']",802,Heavy
Star Wars: Unlimited,2024,"Fill your decks with heroes, villains, and more from the Star Wars galaxy.",2,4,5,40,12,2.3,8.12,"['card-game', 'collectible-components', 'science-fiction']","['deck-construction', 'hand-management', 'income', 'take-that']",803,Medium
Fury of Dracula (Second Edition),2005,"The vampire hunters chase Dracula through Europe, while evading his deadly traps.",2,5,160,200,10,3.0,7.09,"['adventure', 'deduction', 'fighting', 'horror', 'novel-based']","['dice-rolling', 'hidden-movement', 'point-to-point-movement', 'secret-unit-deployment', 'team-based-game', 'variable-player-powers']",804,Medium
Smash Up: Awesome Level 9000,2013,"Now you can fight with killer plants, ghosts, steampunk, and bear cavalry!",2,2,25,65,12,2.1,7.21,"['card-game', 'fantasy', 'horror', 'humor', 'spies-secret-agents']","['area-majority-influence', 'hand-management', 'take-that', 'variable-player-powers']",805,Medium
Wir sind das Volk!,2014,A tug-of-war struggle for the future of a divided Germany.,2,2,60,150,12,3.7,7.78,"['economic', 'political']","['action-event', 'network-and-route-building', 'open-drafting', 'simulation', 'tug-of-war']",806,Medium
Dragon Castle,2017,Draft Mahjong-like tiles and place them carefully to create the best castle.,1,4,30,45,8,2.0,7.12,['abstract-strategy'],"['end-game-bonuses', 'layering', 'open-drafting', 'pattern-building', 'pattern-recognition', 'tile-placement', 'variable-player-powers', 'variable-set-up']",807,Light
Maquis,2013,Avoid patrols to complete missions vs. the Nazis in this solo worker-placement game.,1,1,10,50,14,2.2,7.46,"['print-and-play', 'world-war-ii']","['solo-solitaire-game', 'worker-placement']",808,Medium
Ezra and Nehemiah,2024,Rebuild the walls and temple for the returning exiles of ancient Jerusalem.,1,4,90,120,13,3.8,8.25,"['ancient', 'city-building', 'religious']","['chaining', 'hand-management', 'multi-use-cards', 'solo-solitaire-game', 'tech-trees-tech-tracks', 'track-movement', 'variable-set-up']",809,Medium
Diplomacy,1959,Powers of post-Victorian Europe cooperate and clash to become master of the Continent,2,7,340,380,12,3.3,7.04,"['bluffing', 'negotiation', 'political', 'post-napoleonic', 'wargame']","['area-majority-influence', 'area-movement', 'negotiation', 'player-elimination', 'prisoners-dilemma', 'simulation', 'simultaneous-action-selection']",810,Medium
The 7th Citadel,2024,Slave-gardeners explore a post-apocalyptic medieval fantasy world to fight a Threat.,1,4,5,1000,14,3.0,8.54,"['adventure', 'card-game', 'exploration', 'fantasy']","['cooperative-game', 'grid-movement', 'hand-management', 'modular-board', 'solo-solitaire-game']",811,Medium
Shadows of Brimstone: Swamps of Death,2014,Co-op dungeon crawl the monster-ridden Old West mines and hot Jargono otherworld.,1,4,90,180,12,3.4,8.03,"['adventure', 'american-west', 'exploration', 'fantasy', 'horror', 'miniatures']","['cooperative-game', 'dice-rolling', 'grid-movement', 'modular-board', 'role-playing', 'variable-player-powers']",812,Medium
Earth Reborn,2010,"500 years after global war, two factions vie to control this strange new world.",2,4,160,200,13,3.9,7.61,"['adventure', 'bluffing', 'fighting', 'miniatures', 'science-fiction', 'spies-secret-agents', 'zombies']","['action-points', 'auction-sealed-bid', 'critical-hits-and-failures', 'dice-rolling', 'grid-movement', 'hand-management', 'interrupts', 'line-of-sight', 'modular-board', 'open-drafting', 'scenario-mission-campaign-game', 'secret-unit-deployment', 'square-grid', 'variable-player-powers', 'variable-set-up']",813,Medium
BANG! The Dice Game,2013,A wild west elimination dice game with secret teams.,3,8,5,35,8,1.3,6.89,"['american-west', 'bluffing', 'deduction', 'dice', 'fighting', 'party-game']","['dice-rolling', 'hidden-roles', 'player-elimination', 'push-your-luck', 're-rolling-and-locking', 'team-based-game', 'variable-player-powers']",814,Light
Wits & Wagers,2005,Bet on who's likely to guess the closest to the correct answer in this trivia game.,3,7,5,45,10,1.2,6.93,"['bluffing', 'party-game', 'trivia']","['betting-and-bluffing', 'paper-and-pencil']",815,Light
City of the Big Shoulders,2019,"Manage companies, invest in stocks and optimize delivery of goods in 1870's Chicago.",2,4,120,180,14,4.0,7.75,"['economic', 'educational', 'industry-manufacturing']","['commodity-speculation', 'ownership', 'stock-holding', 'tile-placement', 'variable-player-powers', 'worker-placement']",816,Medium
Menara,2018,Explorers use their dexterity and cunning to resurrect the ancient temples of Menara.,1,4,10,60,8,1.6,7.43,"['action-dexterity', 'fantasy']","['cooperative-game', 'physical-removal', 'stacking-and-balancing']",817,Light
Caesar!: Seize Rome in 20 Minutes!,2022,Caesar and Pompey deploy units to battlegrounds across Rome to seize control!,1,2,5,40,14,1.9,7.55,"['ancient', 'civil-war', 'wargame']","['area-majority-influence', 'chit-pull-system', 'simulation', 'solo-solitaire-game']",818,Light
Witchstone,2021,"Use your cauldron wisely to multiply actions because the more you do, the better.",2,4,60,90,12,2.8,7.52,['fantasy'],"['end-game-bonuses', 'grid-coverage', 'hexagon-grid', 'network-and-route-building', 'open-drafting', 'point-to-point-movement', 'tile-placement']",819,Medium
Leaving Earth,2015,Space agencies launch realistic rockets to explore space and nearby planets.,1,5,60,180,15,3.8,7.73,"['math', 'science-fiction', 'space-exploration']","['pick-up-and-deliver', 'point-to-point-movement', 'push-your-luck', 'resource-to-move', 'simulation']",820,Medium
Defenders of the Realm,2010,Fantasy heroes join forces and cards to defeat the ever advancing enemy hordes.,1,4,70,110,13,2.7,7.28,"['adventure', 'fantasy', 'fighting', 'miniatures']","['action-points', 'cooperative-game', 'dice-rolling', 'hand-management', 'point-to-point-movement', 'variable-player-powers']",821,Medium
Steampunk Rally,2015,Race in wacky contraptions as a variety of history's greatest inventors.,2,8,45,60,14,2.6,7.15,"['dice', 'racing', 'science-fiction']","['closed-drafting', 'deck-bag-and-pool-building', 'dice-rolling', 'modular-board', 'race', 'resource-to-move', 'simultaneous-action-selection', 'track-movement', 'variable-player-powers', 'worker-placement-with-dice-workers']",822,Medium
Crystal Palace,2019,Show off your wild inventions at the first World's Fair in London 1851.,2,5,60,150,14,3.8,7.51,"['dice', 'economic']","['end-game-bonuses', 'income', 'loans', 'modular-board', 'set-collection', 'take-that', 'turn-order-auction', 'worker-placement-with-dice-workers']",823,Medium
Prêt-à-Porter,2010,An economic strategy game set in the world of fashion.,2,4,70,110,10,3.6,7.29,"['economic', 'industry-manufacturing']","['loans', 'open-drafting', 'set-collection', 'worker-placement']",824,Medium
Messina 1347,2021,"Rescue citizens, let them work in your estate & fight the plague.",1,4,60,140,14,3.6,7.54,"['economic', 'medical', 'medieval']","['grid-movement', 'income', 'modular-board', 'solo-solitaire-game', 'track-movement', 'variable-player-powers', 'variable-set-up', 'worker-placement']",825,Medium
Empire of the Sun: The Pacific War 1941-1945,2005,Strategic-level conflict simulation covering the Pacific War between US and Japan.,1,2,340,380,12,4.4,8.27,"['nautical', 'wargame', 'world-war-ii']","['action-points', 'campaign-battle-card-driven', 'dice-rolling', 'grid-movement', 'hexagon-grid', 'ratio-combat-results-table', 'simulation']",826,Heavy
La Granja: Deluxe Master Set,2023,Develop your farm and compete to deliver goods to the market at the right time. ,1,4,90,120,14,3.5,8.28,"['dice', 'economic', 'farming']","['action-drafting', 'area-majority-influence', 'automatic-resource-growth', 'dice-rolling', 'hand-management', 'income', 'market', 'multi-use-cards', 'open-drafting', 'turn-order-stat-based', 'variable-player-powers', 'variable-set-up', 'victory-points-as-a-resource']",827,Medium
K2,2010,Compete to reach the top of an extremely dangerous Himalayan peak.,1,5,40,80,8,2.2,7.01,"['exploration', 'sports']","['hand-management', 'player-elimination', 'point-to-point-movement', 'simultaneous-action-selection', 'solo-solitaire-game']",828,Medium
Coal Baron,2013,"Mine coal, fulfill and deliver orders as you vie to become the top coal baron.",2,4,60,75,10,2.5,7.27,"['industry-manufacturing', 'trains', 'transportation']","['action-points', 'contracts', 'pick-up-and-deliver', 'set-collection', 'tile-placement', 'worker-placement']",829,Medium
ZhanGuo,2014,Carefully manage civil unrest while rebuilding China for the Emperor.,2,4,60,120,12,3.8,7.55,['ancient'],"['area-majority-influence', 'hand-management']",830,Medium
My Little Scythe,2017,"Gather fruits and gems, encounter events, and start friendships (or pie fights!).",1,6,45,60,8,2.0,7.22,"['childrens-game', 'exploration', 'fantasy']","['area-majority-influence', 'card-play-conflict-resolution', 'dice-rolling', 'force-commitment', 'grid-movement', 'hexagon-grid', 'movement-points', 'narrative-choice-paragraph', 'pick-up-and-deliver', 'set-collection', 'solo-solitaire-game', 'take-that', 'tech-trees-tech-tracks', 'variable-player-powers']",831,Light
Villagers,2019,Draft cute medieval villagers to complete production chains & earn gold!,1,5,30,60,10,2.2,7.13,"['card-game', 'city-building', 'industry-manufacturing', 'medieval']","['open-drafting', 'set-collection', 'solo-solitaire-game']",832,Medium
